#U1	H	C	F	X	E	A	L	M	B	G	D
7.03	0.39	0.27	0.13	0.18	0.15	0.16	0.24	0.17	0.25	0.16	0.44
7.05	0.43	0.25	0.14	0.2	0.17	0.16	0.26	0.18	0.27	0.18	0.44
7.08	0.41	0.24	0.13	0.19	0.14	0.17	0.24	0.18	0.25	0.17	0.43
7.1	0.41	0.27	0.13	0.18	0.15	0.18	0.24	0.18	0.24	0.17	0.45
7.13	0.43	0.27	0.15	0.21	0.15	0.18	0.27	0.18	0.27	0.19	0.45
7.15	0.43	0.24	0.13	0.21	0.15	0.17	0.25	0.19	0.26	0.16	0.44
7.17	0.42	0.26	0.13	0.19	0.14	0.2	0.25	0.18	0.24	0.16	0.45
7.2	0.43	0.27	0.14	0.22	0.14	0.19	0.27	0.18	0.26	0.18	0.47
7.22	0.45	0.23	0.13	0.22	0.16	0.18	0.26	0.2	0.28	0.16	0.47
7.25	0.42	0.24	0.13	0.19	0.15	0.2	0.26	0.18	0.25	0.16	0.47
7.27	0.42	0.26	0.13	0.2	0.15	0.2	0.26	0.18	0.27	0.16	0.5
7.3	0.45	0.24	0.14	0.21	0.16	0.18	0.27	0.19	0.29	0.18	0.5
7.32	0.42	0.23	0.13	0.19	0.15	0.2	0.25	0.18	0.26	0.17	0.49
7.35	0.42	0.26	0.13	0.19	0.15	0.2	0.25	0.18	0.26	0.17	0.51
7.37	0.45	0.25	0.15	0.21	0.16	0.18	0.28	0.19	0.29	0.19	0.51
7.39	0.44	0.23	0.14	0.2	0.16	0.19	0.26	0.19	0.28	0.17	0.49
7.42	0.44	0.26	0.14	0.18	0.16	0.2	0.26	0.18	0.26	0.17	0.51
7.44	0.46	0.26	0.16	0.21	0.16	0.2	0.28	0.18	0.29	0.19	0.52
7.47	0.47	0.23	0.13	0.21	0.16	0.18	0.27	0.2	0.29	0.17	0.52
7.49	0.45	0.24	0.13	0.19	0.16	0.21	0.27	0.19	0.27	0.17	0.52
7.52	0.45	0.25	0.14	0.21	0.16	0.21	0.28	0.19	0.29	0.17	0.55
7.54	0.48	0.22	0.14	0.21	0.17	0.19	0.29	0.21	0.31	0.17	0.55
7.57	0.44	0.23	0.14	0.19	0.16	0.21	0.27	0.19	0.28	0.17	0.54
7.59	0.44	0.25	0.14	0.19	0.16	0.21	0.27	0.19	0.29	0.17	0.56
7.61	0.49	0.23	0.15	0.2	0.18	0.19	0.29	0.2	0.31	0.19	0.56
7.64	0.46	0.22	0.14	0.19	0.15	0.2	0.27	0.19	0.29	0.17	0.55
7.66	0.46	0.25	0.14	0.18	0.15	0.21	0.27	0.19	0.28	0.17	0.61
7.69	0.49	0.22	0.16	0.21	0.16	0.19	0.3	0.19	0.31	0.2	0.6
7.71	0.49	0.22	0.14	0.19	0.16	0.19	0.28	0.2	0.29	0.17	0.55
7.74	0.47	0.24	0.14	0.19	0.16	0.2	0.28	0.19	0.29	0.17	0.61
7.76	0.49	0.21	0.15	0.21	0.16	0.19	0.3	0.19	0.31	0.18	0.64
7.78	0.51	0.21	0.14	0.19	0.18	0.19	0.29	0.21	0.29	0.17	0.58
7.81	0.47	0.22	0.14	0.19	0.16	0.21	0.28	0.19	0.29	0.17	0.61
7.83	0.47	0.22	0.14	0.2	0.16	0.19	0.29	0.19	0.31	0.17	0.66
7.86	0.51	0.22	0.15	0.18	0.18	0.19	0.31	0.2	0.32	0.18	0.62
7.88	0.48	0.22	0.14	0.18	0.16	0.19	0.29	0.19	0.3	0.17	0.61
7.91	0.48	0.23	0.14	0.18	0.16	0.17	0.29	0.19	0.31	0.17	0.67
7.93	0.52	0.22	0.16	0.2	0.18	0.17	0.31	0.2	0.32	0.2	0.65
7.96	0.51	0.22	0.14	0.19	0.17	0.18	0.29	0.21	0.3	0.18	0.6
7.98	0.5	0.24	0.14	0.19	0.17	0.19	0.29	0.2	0.3	0.18	0.67
8	0.52	0.22	0.16	0.21	0.17	0.18	0.31	0.2	0.33	0.2	0.69
8.03	0.53	0.22	0.14	0.19	0.17	0.18	0.3	0.21	0.3	0.17	0.63
8.05	0.5	0.23	0.14	0.19	0.16	0.2	0.3	0.2	0.3	0.17	0.68
8.08	0.5	0.22	0.14	0.21	0.16	0.18	0.32	0.2	0.33	0.18	0.72
8.1	0.53	0.22	0.14	0.18	0.18	0.18	0.32	0.22	0.32	0.18	0.67
8.13	0.5	0.22	0.14	0.18	0.17	0.2	0.31	0.19	0.31	0.18	0.68
8.15	0.5	0.23	0.14	0.19	0.17	0.17	0.31	0.19	0.33	0.18	0.73
8.18	0.54	0.22	0.15	0.19	0.18	0.17	0.33	0.21	0.34	0.2	0.7
8.2	0.52	0.22	0.14	0.18	0.16	0.18	0.31	0.2	0.32	0.18	0.68
8.22	0.51	0.24	0.14	0.18	0.16	0.18	0.31	0.2	0.32	0.18	0.74
8.25	0.55	0.22	0.15	0.2	0.17	0.18	0.34	0.2	0.34	0.21	0.74
8.27	0.55	0.22	0.13	0.19	0.17	0.18	0.31	0.21	0.32	0.19	0.68
8.3	0.52	0.23	0.13	0.19	0.17	0.2	0.31	0.2	0.32	0.19	0.74
8.32	0.54	0.21	0.14	0.21	0.17	0.19	0.34	0.2	0.35	0.2	0.77
8.35	0.56	0.21	0.13	0.19	0.18	0.19	0.33	0.23	0.33	0.18	0.71
8.37	0.52	0.21	0.13	0.19	0.17	0.21	0.32	0.21	0.33	0.18	0.74
8.4	0.52	0.21	0.13	0.2	0.17	0.18	0.34	0.21	0.35	0.19	0.79
8.42	0.56	0.21	0.13	0.18	0.19	0.18	0.34	0.22	0.35	0.19	0.75
8.44	0.53	0.21	0.13	0.18	0.17	0.2	0.32	0.21	0.34	0.19	0.74
8.47	0.53	0.23	0.13	0.18	0.17	0.18	0.33	0.21	0.34	0.19	0.8
8.49	0.57	0.21	0.14	0.19	0.18	0.18	0.35	0.22	0.36	0.21	0.77
8.52	0.56	0.21	0.13	0.18	0.17	0.19	0.33	0.23	0.33	0.19	0.73
8.54	0.54	0.23	0.13	0.18	0.17	0.21	0.33	0.21	0.33	0.19	0.79
8.57	0.58	0.21	0.14	0.21	0.17	0.2	0.35	0.21	0.36	0.21	0.81
8.59	0.59	0.21	0.12	0.19	0.18	0.2	0.35	0.23	0.34	0.19	0.74
8.62	0.56	0.22	0.12	0.19	0.17	0.22	0.34	0.21	0.34	0.19	0.79
8.64	0.57	0.2	0.12	0.2	0.17	0.2	0.36	0.21	0.36	0.19	0.83
8.66	0.59	0.2	0.11	0.19	0.19	0.2	0.37	0.23	0.36	0.19	0.78
8.69	0.57	0.21	0.1	0.19	0.18	0.23	0.35	0.21	0.35	0.19	0.79
8.71	0.57	0.21	0.1	0.19	0.18	0.2	0.36	0.21	0.37	0.19	0.85
8.74	0.6	0.2	0.13	0.19	0.2	0.2	0.37	0.23	0.37	0.2	0.81
8.76	0.59	0.2	0.12	0.19	0.17	0.21	0.35	0.23	0.35	0.19	0.78
8.79	0.58	0.23	0.12	0.19	0.17	0.21	0.35	0.22	0.35	0.19	0.85
8.81	0.61	0.21	0.13	0.2	0.18	0.21	0.38	0.22	0.37	0.21	0.84
8.84	0.61	0.21	0.11	0.19	0.18	0.21	0.36	0.23	0.34	0.19	0.79
8.86	0.59	0.23	0.11	0.19	0.18	0.22	0.36	0.22	0.34	0.19	0.84
8.88	0.6	0.2	0.11	0.22	0.18	0.2	0.38	0.22	0.37	0.21	0.88
8.91	0.62	0.2	0.11	0.19	0.19	0.2	0.37	0.24	0.35	0.19	0.82
8.93	0.59	0.21	0.11	0.19	0.18	0.23	0.36	0.22	0.36	0.19	0.84
8.96	0.59	0.2	0.11	0.2	0.18	0.2	0.38	0.22	0.38	0.19	0.9
8.98	0.63	0.2	0.13	0.19	0.2	0.2	0.39	0.24	0.38	0.19	0.85
9.01	0.6	0.2	0.12	0.19	0.18	0.22	0.37	0.22	0.37	0.18	0.83
9.03	0.6	0.22	0.12	0.21	0.18	0.21	0.37	0.22	0.37	0.18	0.9
9.05	0.64	0.2	0.14	0.23	0.19	0.21	0.39	0.23	0.39	0.2	0.88
9.08	0.64	0.2	0.12	0.22	0.17	0.21	0.37	0.24	0.36	0.19	0.84
9.1	0.62	0.23	0.12	0.22	0.17	0.22	0.37	0.22	0.36	0.19	0.91
9.13	0.65	0.2	0.13	0.24	0.18	0.21	0.39	0.22	0.39	0.21	0.93
9.15	0.66	0.2	0.12	0.22	0.18	0.21	0.38	0.24	0.37	0.18	0.87
9.18	0.63	0.22	0.12	0.22	0.18	0.22	0.37	0.22	0.37	0.18	0.91
9.2	0.64	0.2	0.12	0.24	0.18	0.21	0.4	0.22	0.39	0.19	0.97
9.23	0.66	0.2	0.12	0.21	0.19	0.21	0.39	0.25	0.39	0.19	0.91
9.25	0.63	0.21	0.12	0.21	0.17	0.23	0.37	0.22	0.38	0.19	0.91
9.27	0.63	0.21	0.12	0.22	0.17	0.2	0.39	0.22	0.4	0.19	0.97
9.3	0.67	0.2	0.13	0.22	0.19	0.2	0.41	0.24	0.4	0.2	0.94
9.32	0.65	0.2	0.13	0.21	0.18	0.22	0.38	0.24	0.38	0.19	0.91
9.35	0.64	0.22	0.13	0.21	0.18	0.21	0.38	0.23	0.38	0.19	0.98
9.37	0.67	0.2	0.15	0.24	0.19	0.21	0.41	0.24	0.4	0.21	0.98
9.4	0.68	0.2	0.12	0.22	0.18	0.21	0.38	0.24	0.38	0.19	0.93
9.42	0.65	0.22	0.12	0.22	0.17	0.23	0.38	0.23	0.38	0.19	0.98
9.45	0.66	0.19	0.12	0.25	0.17	0.21	0.41	0.23	0.41	0.2	1.01
9.47	0.68	0.19	0.12	0.22	0.19	0.23	0.39	0.25	0.38	0.18	0.95
9.49	0.65	0.2	0.12	0.23	0.17	0.22	0.39	0.23	0.4	0.18	0.98
9.52	0.66	0.18	0.12	0.24	0.17	0.2	0.41	0.23	0.43	0.18	0.99
9.54	0.69	0.18	0.14	0.21	0.19	0.22	0.41	0.25	0.4	0.18	0.98
9.57	0.67	0.2	0.13	0.22	0.17	0.23	0.39	0.24	0.39	0.18	0.99
9.59	0.66	0.2	0.13	0.24	0.17	0.2	0.4	0.24	0.43	0.18	1.02
9.62	0.7	0.18	0.14	0.22	0.18	0.21	0.4	0.25	0.4	0.2	1
9.64	0.69	0.21	0.12	0.21	0.17	0.23	0.38	0.25	0.37	0.19	1.01
9.67	0.67	0.21	0.12	0.24	0.17	0.21	0.38	0.24	0.41	0.19	1.03
9.69	0.7	0.18	0.14	0.22	0.18	0.2	0.41	0.24	0.42	0.21	1.03
9.71	0.71	0.2	0.12	0.2	0.19	0.23	0.39	0.27	0.38	0.18	1.02
9.74	0.68	0.2	0.12	0.22	0.17	0.22	0.39	0.25	0.41	0.18	1.05
9.76	0.69	0.18	0.13	0.22	0.17	0.21	0.41	0.25	0.44	0.19	1.04
9.79	0.73	0.19	0.13	0.19	0.19	0.24	0.41	0.28	0.4	0.18	1.03
9.81	0.69	0.21	0.13	0.2	0.17	0.24	0.4	0.25	0.4	0.18	1.05
9.84	0.69	0.19	0.13	0.21	0.17	0.21	0.41	0.25	0.44	0.18	1.06
9.86	0.73	0.18	0.14	0.19	0.19	0.23	0.42	0.27	0.42	0.19	1.05
9.89	0.72	0.21	0.14	0.19	0.18	0.24	0.4	0.26	0.39	0.18	1.06
9.91	0.7	0.2	0.14	0.22	0.18	0.21	0.41	0.26	0.43	0.18	1.08
9.93	0.74	0.19	0.15	0.21	0.19	0.22	0.43	0.27	0.42	0.2	1.07
9.96	0.74	0.21	0.14	0.19	0.18	0.24	0.4	0.28	0.39	0.18	1.07
9.98	0.71	0.21	0.14	0.22	0.18	0.23	0.4	0.26	0.42	0.18	1.1
10.01	0.73	0.19	0.14	0.22	0.18	0.21	0.44	0.26	0.44	0.2	1.09
10.03	0.75	0.19	0.14	0.19	0.2	0.24	0.43	0.28	0.41	0.18	1.08
10.06	0.72	0.21	0.14	0.21	0.19	0.23	0.42	0.26	0.43	0.18	1.11
10.08	0.73	0.19	0.14	0.22	0.19	0.21	0.44	0.26	0.46	0.18	1.11
10.1	0.77	0.19	0.15	0.19	0.2	0.23	0.45	0.28	0.43	0.19	1.09
10.13	0.74	0.21	0.14	0.19	0.18	0.23	0.43	0.27	0.44	0.19	1.17
10.15	0.73	0.2	0.14	0.2	0.18	0.23	0.44	0.27	0.46	0.19	1.15
10.18	0.77	0.2	0.16	0.19	0.19	0.24	0.46	0.28	0.43	0.21	1.1
10.2	0.77	0.22	0.15	0.19	0.18	0.23	0.43	0.29	0.43	0.19	1.16
10.23	0.75	0.2	0.15	0.22	0.18	0.23	0.44	0.28	0.46	0.19	1.18
10.25	0.78	0.2	0.15	0.2	0.19	0.23	0.46	0.28	0.44	0.21	1.11
10.28	0.79	0.22	0.15	0.2	0.2	0.24	0.47	0.29	0.44	0.19	1.16
10.3	0.76	0.2	0.15	0.24	0.19	0.22	0.46	0.27	0.46	0.19	1.21
10.32	0.78	0.2	0.15	0.21	0.19	0.22	0.49	0.27	0.46	0.2	1.15
10.35	0.8	0.21	0.15	0.21	0.2	0.25	0.48	0.29	0.45	0.19	1.16
10.37	0.77	0.21	0.14	0.22	0.18	0.22	0.47	0.27	0.47	0.19	1.23
10.4	0.77	0.2	0.14	0.22	0.18	0.22	0.49	0.27	0.48	0.19	1.2
10.42	0.81	0.2	0.16	0.22	0.2	0.24	0.5	0.29	0.45	0.2	1.17
10.45	0.79	0.22	0.15	0.22	0.19	0.23	0.48	0.28	0.45	0.19	1.23
10.47	0.77	0.2	0.15	0.23	0.19	0.23	0.48	0.27	0.48	0.19	1.24
10.5	0.82	0.2	0.16	0.22	0.2	0.23	0.51	0.28	0.45	0.21	1.18
10.52	0.82	0.22	0.14	0.22	0.2	0.24	0.49	0.29	0.45	0.19	1.23
10.54	0.79	0.19	0.14	0.25	0.2	0.23	0.49	0.27	0.48	0.19	1.26
10.57	0.81	0.19	0.14	0.22	0.2	0.23	0.52	0.27	0.47	0.21	1.2
10.59	0.84	0.2	0.13	0.22	0.21	0.25	0.5	0.29	0.46	0.18	1.22
10.62	0.81	0.2	0.13	0.24	0.2	0.23	0.49	0.26	0.49	0.18	1.28
10.64	0.81	0.19	0.13	0.23	0.2	0.23	0.52	0.26	0.49	0.19	1.23
10.67	0.85	0.19	0.15	0.23	0.22	0.26	0.52	0.29	0.47	0.19	1.21
10.69	0.82	0.21	0.14	0.23	0.19	0.23	0.49	0.28	0.48	0.18	1.28
10.72	0.81	0.2	0.14	0.23	0.19	0.23	0.51	0.28	0.49	0.18	1.26
10.74	0.85	0.2	0.15	0.22	0.21	0.25	0.53	0.29	0.46	0.21	1.22
10.76	0.85	0.22	0.13	0.22	0.21	0.24	0.5	0.29	0.46	0.19	1.28
10.79	0.82	0.2	0.13	0.25	0.21	0.23	0.51	0.28	0.5	0.19	1.31
10.81	0.85	0.2	0.14	0.23	0.21	0.24	0.54	0.28	0.48	0.21	1.25
10.84	0.86	0.21	0.13	0.23	0.22	0.25	0.52	0.3	0.47	0.19	1.28
10.86	0.83	0.21	0.13	0.25	0.21	0.23	0.51	0.28	0.51	0.19	1.33
10.89	0.85	0.21	0.13	0.22	0.21	0.23	0.54	0.28	0.5	0.19	1.27
10.91	0.88	0.22	0.14	0.22	0.23	0.27	0.54	0.3	0.48	0.18	1.27
10.94	0.85	0.22	0.13	0.23	0.21	0.24	0.52	0.28	0.5	0.18	1.35
10.96	0.84	0.21	0.13	0.21	0.21	0.24	0.54	0.28	0.51	0.18	1.31
10.98	0.88	0.21	0.15	0.21	0.22	0.26	0.55	0.3	0.48	0.19	1.27
11.01	0.88	0.23	0.13	0.21	0.21	0.24	0.52	0.29	0.49	0.18	1.34
11.03	0.86	0.22	0.13	0.22	0.21	0.24	0.54	0.29	0.51	0.18	1.34
11.06	0.9	0.22	0.15	0.2	0.23	0.26	0.56	0.29	0.49	0.21	1.29
11.08	0.9	0.24	0.13	0.2	0.22	0.26	0.53	0.3	0.49	0.18	1.34
11.11	0.87	0.21	0.13	0.23	0.22	0.25	0.53	0.28	0.52	0.18	1.38
11.13	0.89	0.21	0.13	0.21	0.22	0.25	0.57	0.28	0.51	0.2	1.32
11.15	0.91	0.22	0.13	0.21	0.23	0.27	0.55	0.31	0.5	0.18	1.34
11.18	0.87	0.21	0.13	0.23	0.21	0.25	0.54	0.28	0.53	0.18	1.4
11.2	0.88	0.21	0.13	0.21	0.21	0.25	0.57	0.28	0.53	0.19	1.35
11.23	0.92	0.21	0.15	0.21	0.24	0.27	0.58	0.31	0.51	0.19	1.33
11.25	0.9	0.23	0.14	0.21	0.21	0.25	0.55	0.3	0.52	0.19	1.41
11.28	0.88	0.21	0.14	0.22	0.21	0.25	0.57	0.3	0.54	0.19	1.4
11.3	0.92	0.21	0.16	0.21	0.23	0.26	0.59	0.31	0.51	0.2	1.35
11.33	0.92	0.23	0.14	0.21	0.21	0.26	0.56	0.31	0.51	0.19	1.41
11.35	0.9	0.21	0.14	0.23	0.21	0.25	0.57	0.3	0.55	0.18	1.43
11.37	0.93	0.21	0.14	0.21	0.21	0.26	0.6	0.3	0.53	0.21	1.36
11.4	0.94	0.22	0.14	0.21	0.23	0.27	0.57	0.32	0.52	0.18	1.39
11.42	0.91	0.21	0.14	0.24	0.21	0.25	0.57	0.29	0.55	0.18	1.45
11.45	0.93	0.21	0.14	0.21	0.21	0.25	0.6	0.29	0.55	0.19	1.4
11.47	0.96	0.21	0.14	0.21	0.24	0.28	0.59	0.32	0.53	0.18	1.4
11.5	0.93	0.22	0.14	0.22	0.22	0.26	0.57	0.3	0.55	0.18	1.47
11.52	0.93	0.19	0.14	0.21	0.22	0.26	0.6	0.3	0.56	0.18	1.44
11.55	0.97	0.19	0.16	0.21	0.24	0.28	0.61	0.32	0.53	0.19	1.4
11.57	0.95	0.21	0.14	0.21	0.22	0.26	0.59	0.32	0.54	0.18	1.48
11.59	0.93	0.19	0.14	0.21	0.22	0.26	0.6	0.31	0.56	0.18	1.48
11.62	0.97	0.19	0.15	0.19	0.23	0.27	0.62	0.32	0.54	0.21	1.42
11.64	0.98	0.21	0.14	0.19	0.24	0.27	0.59	0.33	0.54	0.19	1.47
11.67	0.94	0.18	0.14	0.22	0.23	0.26	0.6	0.31	0.56	0.19	1.5
11.69	0.96	0.18	0.15	0.2	0.23	0.26	0.63	0.3	0.55	0.2	1.44
11.72	0.99	0.2	0.14	0.2	0.24	0.28	0.61	0.33	0.54	0.18	1.46
11.74	0.96	0.19	0.14	0.21	0.23	0.26	0.6	0.3	0.56	0.17	1.53
11.77	0.96	0.19	0.14	0.2	0.23	0.26	0.63	0.3	0.57	0.18	1.48
11.79	1	0.19	0.15	0.2	0.25	0.29	0.63	0.33	0.54	0.18	1.46
11.81	0.98	0.2	0.15	0.2	0.23	0.26	0.6	0.32	0.55	0.17	1.53
11.84	0.98	0.19	0.14	0.2	0.23	0.26	0.63	0.32	0.57	0.17	1.52
11.86	1.01	0.19	0.16	0.19	0.25	0.27	0.64	0.34	0.54	0.19	1.46
11.89	1.01	0.21	0.14	0.19	0.23	0.26	0.61	0.34	0.54	0.18	1.53
11.91	0.98	0.19	0.14	0.2	0.23	0.26	0.62	0.32	0.57	0.18	1.55
11.94	1.01	0.2	0.15	0.18	0.23	0.29	0.65	0.32	0.52	0.2	1.52
11.96	1.03	0.21	0.14	0.2	0.25	0.27	0.63	0.34	0.55	0.18	1.55
11.99	1	0.18	0.14	0.2	0.23	0.25	0.62	0.32	0.59	0.19	1.56
12.01	1.01	0.19	0.14	0.17	0.23	0.28	0.65	0.32	0.55	0.19	1.55
12.03	1.05	0.21	0.15	0.19	0.26	0.28	0.64	0.35	0.54	0.18	1.57
12.06	1.02	0.19	0.14	0.2	0.23	0.25	0.63	0.32	0.58	0.18	1.58
12.08	1.01	0.18	0.14	0.18	0.23	0.27	0.66	0.32	0.56	0.18	1.56
12.11	1.05	0.2	0.15	0.18	0.26	0.28	0.66	0.35	0.53	0.19	1.57
12.13	1.04	0.2	0.14	0.22	0.24	0.25	0.64	0.34	0.58	0.18	1.59
12.16	1.02	0.18	0.14	0.21	0.24	0.27	0.66	0.33	0.57	0.18	1.57
12.18	1.06	0.2	0.15	0.2	0.25	0.29	0.68	0.34	0.53	0.21	1.58
12.21	1.07	0.2	0.13	0.23	0.25	0.26	0.65	0.35	0.56	0.19	1.6
12.23	1.04	0.18	0.13	0.23	0.24	0.25	0.66	0.33	0.59	0.19	1.6
12.25	1.06	0.19	0.13	0.22	0.24	0.28	0.69	0.33	0.55	0.2	1.59
12.28	1.08	0.2	0.13	0.24	0.26	0.27	0.67	0.35	0.56	0.18	1.62
12.3	1.05	0.18	0.13	0.24	0.24	0.25	0.67	0.33	0.61	0.18	1.62
12.33	1.06	0.18	0.13	0.21	0.24	0.28	0.7	0.33	0.58	0.18	1.61
12.35	1.1	0.21	0.14	0.22	0.26	0.28	0.69	0.35	0.55	0.19	1.62
12.38	1.08	0.19	0.13	0.24	0.23	0.25	0.67	0.34	0.6	0.19	1.64
12.4	1.06	0.18	0.13	0.23	0.23	0.27	0.69	0.34	0.59	0.19	1.63
12.42	1.1	0.2	0.15	0.22	0.25	0.29	0.7	0.36	0.55	0.21	1.64
12.45	1.1	0.2	0.13	0.25	0.24	0.26	0.69	0.36	0.6	0.19	1.66
12.47	1.07	0.18	0.13	0.24	0.24	0.27	0.7	0.34	0.62	0.19	1.66
12.5	1.1	0.19	0.14	0.22	0.24	0.29	0.72	0.35	0.57	0.22	1.65
12.52	1.12	0.2	0.13	0.25	0.25	0.28	0.69	0.36	0.6	0.19	1.68
12.55	1.09	0.18	0.13	0.25	0.24	0.26	0.69	0.34	0.63	0.19	1.65
12.57	1.1	0.18	0.13	0.24	0.24	0.29	0.73	0.34	0.6	0.2	1.64
12.6	1.13	0.19	0.14	0.25	0.27	0.26	0.71	0.37	0.62	0.19	1.71
12.62	1.1	0.18	0.13	0.24	0.24	0.26	0.7	0.35	0.63	0.19	1.68
12.64	1.1	0.18	0.13	0.24	0.24	0.29	0.73	0.35	0.6	0.19	1.64
12.67	1.14	0.2	0.15	0.24	0.26	0.27	0.73	0.37	0.61	0.21	1.71
12.69	1.13	0.18	0.14	0.25	0.24	0.27	0.71	0.37	0.64	0.2	1.72
12.72	1.11	0.18	0.14	0.24	0.24	0.28	0.72	0.35	0.62	0.2	1.66
12.74	1.15	0.2	0.15	0.24	0.25	0.28	0.74	0.37	0.61	0.22	1.71
12.77	1.16	0.18	0.14	0.26	0.25	0.27	0.72	0.37	0.65	0.2	1.76
12.79	1.12	0.18	0.14	0.22	0.25	0.27	0.73	0.35	0.64	0.2	1.69
12.82	1.15	0.19	0.14	0.22	0.25	0.29	0.76	0.36	0.62	0.22	1.7
12.84	1.17	0.19	0.15	0.23	0.26	0.27	0.74	0.38	0.65	0.19	1.77
12.86	1.14	0.18	0.15	0.21	0.24	0.27	0.73	0.35	0.65	0.19	1.72
12.89	1.14	0.18	0.15	0.21	0.24	0.3	0.76	0.35	0.62	0.2	1.7
12.91	1.19	0.2	0.16	0.22	0.27	0.27	0.75	0.38	0.64	0.2	1.78
12.94	1.17	0.19	0.15	0.22	0.25	0.27	0.73	0.37	0.65	0.19	1.76
12.96	1.15	0.19	0.15	0.22	0.25	0.29	0.76	0.36	0.63	0.19	1.71
12.99	1.19	0.21	0.17	0.22	0.26	0.28	0.77	0.38	0.63	0.21	1.78
13.01	1.19	0.19	0.15	0.24	0.26	0.28	0.75	0.39	0.67	0.19	1.8
13.04	1.16	0.19	0.15	0.22	0.26	0.29	0.76	0.37	0.65	0.19	1.74
13.06	1.2	0.21	0.16	0.22	0.26	0.3	0.79	0.37	0.64	0.22	1.77
13.08	1.21	0.19	0.15	0.25	0.28	0.29	0.76	0.39	0.67	0.2	1.82
13.11	1.18	0.19	0.15	0.22	0.26	0.29	0.76	0.36	0.67	0.2	1.76
13.13	1.2	0.19	0.15	0.22	0.26	0.31	0.79	0.36	0.64	0.21	1.76
13.16	1.23	0.2	0.17	0.23	0.3	0.28	0.79	0.39	0.66	0.2	1.84
13.18	1.2	0.19	0.15	0.22	0.27	0.28	0.77	0.36	0.67	0.2	1.81
13.21	1.2	0.19	0.15	0.22	0.27	0.31	0.8	0.36	0.65	0.2	1.77
13.23	1.24	0.21	0.17	0.22	0.3	0.28	0.8	0.39	0.66	0.2	1.85
13.26	1.23	0.19	0.15	0.23	0.28	0.28	0.77	0.38	0.69	0.19	1.85
13.28	1.21	0.19	0.15	0.22	0.28	0.3	0.8	0.37	0.66	0.19	1.79
13.3	1.25	0.21	0.17	0.22	0.29	0.3	0.81	0.39	0.66	0.21	1.83
13.33	1.26	0.19	0.15	0.24	0.3	0.29	0.78	0.4	0.69	0.19	1.88
13.35	1.23	0.19	0.15	0.22	0.28	0.29	0.8	0.38	0.68	0.19	1.82
13.38	1.25	0.2	0.15	0.22	0.28	0.3	0.83	0.38	0.66	0.21	1.83
13.4	1.28	0.19	0.15	0.24	0.3	0.28	0.81	0.41	0.69	0.19	1.9
13.43	1.25	0.19	0.15	0.21	0.28	0.28	0.8	0.38	0.7	0.19	1.85
13.45	1.26	0.19	0.15	0.21	0.28	0.32	0.83	0.38	0.67	0.19	1.83
13.47	1.3	0.2	0.16	0.22	0.31	0.29	0.83	0.41	0.69	0.19	1.91
13.5	1.28	0.19	0.14	0.22	0.28	0.29	0.81	0.39	0.71	0.19	1.9
13.52	1.26	0.19	0.14	0.22	0.28	0.31	0.84	0.38	0.69	0.19	1.85
13.55	1.3	0.22	0.16	0.22	0.3	0.3	0.84	0.4	0.69	0.21	1.91
13.57	1.3	0.19	0.14	0.24	0.29	0.3	0.82	0.41	0.72	0.19	1.93
13.6	1.27	0.19	0.14	0.22	0.29	0.31	0.84	0.39	0.71	0.19	1.86
13.62	1.3	0.21	0.15	0.22	0.29	0.32	0.86	0.4	0.69	0.21	1.9
13.65	1.32	0.2	0.14	0.24	0.3	0.3	0.83	0.42	0.73	0.19	1.95
13.67	1.29	0.2	0.14	0.21	0.28	0.3	0.84	0.39	0.73	0.19	1.9
13.69	1.3	0.2	0.14	0.21	0.28	0.32	0.87	0.39	0.7	0.2	1.9
13.72	1.34	0.2	0.14	0.23	0.3	0.29	0.85	0.42	0.72	0.19	1.97
13.74	1.31	0.2	0.14	0.21	0.27	0.29	0.84	0.4	0.74	0.19	1.94
13.77	1.31	0.2	0.14	0.21	0.27	0.32	0.87	0.4	0.71	0.19	1.9
13.79	1.35	0.21	0.16	0.21	0.29	0.29	0.87	0.43	0.72	0.19	1.97
13.82	1.33	0.19	0.14	0.23	0.27	0.29	0.84	0.42	0.75	0.18	1.97
13.84	1.31	0.19	0.14	0.21	0.27	0.31	0.87	0.41	0.73	0.18	1.91
13.87	1.35	0.21	0.14	0.21	0.28	0.31	0.89	0.43	0.72	0.21	1.96
13.89	1.36	0.19	0.13	0.24	0.28	0.31	0.86	0.44	0.75	0.19	2
13.91	1.32	0.19	0.13	0.22	0.26	0.31	0.88	0.41	0.75	0.19	1.94
13.94	1.35	0.2	0.14	0.22	0.26	0.32	0.9	0.41	0.73	0.21	1.96
13.96	1.38	0.2	0.14	0.24	0.28	0.3	0.88	0.43	0.75	0.2	2.03
13.99	1.34	0.2	0.14	0.22	0.26	0.3	0.88	0.4	0.76	0.2	1.99
14.01	1.35	0.2	0.14	0.22	0.26	0.33	0.91	0.4	0.74	0.21	1.96
14.04	1.39	0.21	0.15	0.23	0.28	0.3	0.9	0.44	0.75	0.21	2.03
14.06	1.37	0.19	0.14	0.23	0.25	0.3	0.88	0.42	0.78	0.21	2.02
14.09	1.35	0.19	0.14	0.22	0.25	0.3	0.91	0.41	0.75	0.21	1.96
14.11	1.39	0.22	0.15	0.22	0.27	0.29	0.92	0.44	0.75	0.23	2.02
